Row Id,Issue Date,Year,Month,Dev. Type,File Num,Status,Case Type,Work Type,Chap. 245,Watershed,Existing Land Use,Proposed Land Use,Land Use Trans.,Limits of Construction (sqft),Site Area (sqft),Native Inches Surveyed,Native Inches Removed,Non-Native Inches Removed,Inches Replanted,Total Removed,Preserved,Net Difference,Preservation Percentile,Removal Percentile,Location,Council District,See Details,Property Id
10873509,01/17/2014,2014,1,Site Plan,SP-2012-0427C,Approved and Released,Site Plan Administrative,Consolidated,No,Barton Creek,Vacant,Commercial,Vacant to Commercial,554388.12,795841.2,1566,0,0,0,0,1566,0,0.91,0.18,"(-97.84539708, 30.25508809)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10873509,3183386
10585834,03/22/2016,2016,3,Subdivision,C8-85-086.02.10B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Cottonmouth Creek,Vacant,"SF, ROW, PUB","Vacant to SF, ROW, PUB",1427025.6,1437480,1762,1256,38,0,1294,506,1294,0.78,0.93,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10585834,8692
10594895,01/19/2012,2012,1,Site Plan,SPC-2011-0147D,Approved and Released,Site Plan Commission,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Town Lake,Commercial,Commercial,Commercial to Commercial,0,22172.04,27,11,0,6,11,16,5,0.37,0.37,"(-97.72578458, 30.25891276)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10594895,879572
10729968,04/17/2013,2013,4,Site Plan,SP-2012-0095C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,undeveloped,civic educational,undeveloped to civic educational,137214,137214,0,0,0,0,0,0,0,0.18,0.18,"(-97.70298297, 30.30411991)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10729968,3690893
11084692,01/28/2015,2015,1,Site Plan,SP-2014-0037C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Airport,Airport,Airport to Airport,875556,875556,2853,2746,11,310,2757,107,2447,0.55,0.98,"(-97.66553088, 30.18141042)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11084692,5057073
11532530,11/21/2016,2016,11,Site Plan,SPC-2009-0044C(R2),Approved and Released,Site Plan Administrative,Consolidated,No,Colorado River,Commercial,Public,Commercial to Public,0,1936242,5418,143.5,172,235.5,315.5,5274.5,80,0.98,0.78,"(-97.69043353, 30.25139382)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11532530,357088
11119386,01/08/2015,2015,1,Site Plan,SP-2014-0130C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Parking Lot/Vacant,Condominium,Parking Lot/Vacant to Condominium,17511.12,17511.12,0,0,0,0,0,0,0,0.18,0.18,"(-97.75293257, 30.27545627)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11119386,170612
11268506,06/15/2015,2015,6,Site Plan,SP-2012-0036C(R1),Approved and Released,Site Plan Administrative,Consolidated,Yes,Shoal Creek,Parking Lot,Retail/ Office,Parking Lot to Retail/ Office,118047.6,118047.6,128,19.5,87,19.5,106.5,108.5,87,0.55,0.62,"(-97.75207078, 30.27061623)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11268506,3096147
11387429,03/16/2016,2016,3,Site Plan,SP-2015-0321C,Approved and Released,Site Plan Administrative,Consolidated,No,Bull Creek,Single Family,Commercial Multi Family,Single Family  to Commercial Multi Family,257875.2,257875.2,2729,1533,0,715,1533,1196,818,0.89,0.94,"(-97.84317098, 30.40883583)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11387429,214458
10722724,12/06/2012,2012,12,Site Plan,SP-2012-0064C,Approved and Released,Site Plan Administrative,Consolidated,No,West Bouldin Creek,Commercial,Commercial Multi Family,Commercial to Commercial Multi Family,157469.4,157469.4,1238,888,283,352,1171,350,819,0.73,0.92,"(-97.76017734, 30.25726006)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10722724,3042699
11701262,11/13/2017,2017,11,Site Plan,SP-2017-0118C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Single Family,Commercial Multi Family,Single Family  to Commercial Multi Family,47916,40075.2,332,332,45.5,0,377.5,0,377.5,0.18,0.80,"(-97.71047769, 30.28522898)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11701262,5315689
11582704,07/07/2017,2017,7,Site Plan,SP-2016-0384C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,138956.4,138956.4,0,0,0,0,0,0,0,0.18,0.18,"(-97.71909638, 30.40381298)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11582704,3334483
11476890,07/28/2017,2017,7,Subdivision,C8-06-0133.02.3B.SH,Approved and Released,Subdivision Construction Plan,Concurrent,No,Onion Creek,Vacant,"Duplex, Greenbelt, ROW, SF, PUD","Vacant to Duplex, Greenbelt, ROW, SF, PUD",2153170.8,2613600,6455.5,59.5,5405,700,5464.5,6396,4764.5,0.99,0.99,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11476890,14247
11075318,04/15/2015,2015,4,Site Plan,SP-2014-0009D,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,Commercial Multi-Family,Commercial Multi Family,Commercial Multi-Family to Commercial Multi Family,67518,67518,0,0,0,0,0,0,0,0.18,0.18,"(-97.78826573, 30.45770832)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11075318,53355
11508336,02/27/2018,2018,2,Site Plan,SP-2016-0222C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Commercial,Commercial,Commercial to Commercial,0,385506,0,0,0,0,0,0,0,0.18,0.18,"(-97.69954937, 30.40232269)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11508336,665914
10990286,12/20/2013,2013,12,Site Plan,SP-2013-0289C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Office/Retail/MF,Vacant to Office/Retail/MF,687812.4,703886.04,2112,10,0,256,10,2102,-246,0.94,0.37,"(-97.89596309, 30.25024542)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10990286,3159507
11558201,09/19/2017,2017,9,Site Plan,SP-2016-0302CS,Approved and Released,Site Plan Administrative Small Project,Consolidated,No,Waller Creek,Single Family,office/ condo,Single Family  to office/ condo,8058.6,6534,92,72,8,19,80,20,61,0.38,0.57,"(-97.7421378, 30.30172078)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11558201,627632
11081580,04/16/2014,2014,4,Site Plan,SP-2014-0029C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Vacant,General Restaurant,Vacant to General Restaurant,25134.12,25134.12,0,0,0,0,0,0,0,0.18,0.18,"(-97.70916498, 30.30635358)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11081580,3279978
11268012,12/11/2015,2015,12,Site Plan,SP-2014-0517C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,0,50834.52,68,68,0,34,68,0,34,0.18,0.55,"(-97.71813151, 30.39868463)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11268012,5066344
11568087,08/29/2017,2017,8,Site Plan,SP-2016-0338C,Approved and Released,Site Plan Commission,Consolidated,No,Slaughter Creek,Vacant,Commercial,Vacant to Commercial,39900.96,40075.2,66,11,0,6,11,55,5,0.47,0.37,"(-97.81455105, 30.1735035)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11568087,5189948
11088119,12/12/2014,2014,12,Site Plan,SP-2014-0051C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Industrial,Office/Parking,Industrial  to Office/Parking,0,130244.4,158.5,158.5,20,121,178.5,0,57.5,0.18,0.70,"(-97.72502106, 30.26204912)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11088119,402212
11469494,12/01/2016,2016,12,Site Plan,SP-2016-0013D,Approved and Released,Site Plan Administrative,Utility Line,No,Johnson Creek,Vacant,Utility Line,Vacant to Utility Line,1500,,262,0,0,0,0,262,0,0.69,0.18,"(-97.7540877, 30.31972093)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11469494,5311693
11411214,02/01/2017,2017,2,Site Plan,SP-2015-0388C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,"Restaurant, SF",Retail/Commercial,"Restaurant, SF to Retail/Commercial",43385.76,43385.76,227,129,104,76,233,98,157,0.54,0.74,"(-97.73864596, 30.31932771)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11411214,271298
10872970,05/16/2013,2013,5,Subdivision,C8-04-0043.06.2B.SH,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Tannehill Branch,Vacant,Unknown,Vacant to Unknown,0,217800,0,0,0,0,0,0,0,0.18,0.18,"(-97.69835472, 30.28955407)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10872970,233109
11011234,02/11/2014,2014,2,Site Plan,SP-2013-0331CX,Approved and Released,Site Plan Administrative,School Project,No,Little Walnut Creek,Commercial,Education,Commercial to Education,332362.8,332362.8,234,0,37,12,37,234,25,0.67,0.47,"(-97.71986599, 30.3734401)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11011234,133392
10988296,09/04/2014,2014,9,Site Plan,SP-2013-0275C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Vacant,Commercial,Vacant to Commercial,0,282268.8,699,269,0,145,269,430,124,0.76,0.76,"(-97.73658589, 30.42969239)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10988296,57226
11209648,09/24/2015,2015,9,Site Plan,SP-2014-0346C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Vacant,Commercial,Vacant to Commercial,21344.4,21344.4,21.5,21.5,0,21.5,21.5,0,0,0.18,0.42,"(-97.70699449, 30.31693802)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11209648,3033222
11461013,02/02/2017,2017,2,Site Plan,SP-2015-0575C,Approved and Released,Site Plan Administrative,Consolidated,No,Buttermilk Branch,Commercial,Commercial,Commercial to Commercial,77536.8,77536.8,155,42,0,44,42,113,-2,0.56,0.48,"(-97.70455135, 30.32989317)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11461013,3033202
10803316,05/01/2013,2013,5,Site Plan,SP-2012-0242D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,South Boggy Creek,Commercial,Parking,Commercial to Parking,205167.6,1358897.76,0,0,0,18,0,0,-18,0.18,0.18,"(-97.78394139, 30.17938106)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10803316,814191
11542277,05/19/2017,2017,5,Site Plan,SP-2016-0263C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Commercial,Commercial Multi Family,Commercial to Commercial Multi Family,168141.6,151850.16,105,8,0,4.5,8,97,3.5,0.54,0.36,"(-97.70753894, 30.26402895)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11542277,5001585
11759913,08/17/2018,2018,8,Site Plan,SP-2017-0272C.F1,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Vacant,Commercial,Vacant to Commercial,21780,,0,0,0,0,0,0,0,0.18,0.18,"(-97.74899095, 30.27013126)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11759913,428186
11374462,12/02/2015,2015,12,Site Plan,SP-2015-0281CS,Approved and Released,Site Plan Administrative Small Project,Telecommunications Tower,No,Carson Creek,Industrial,Industrial,Industrial  to Industrial,2003.76,2003.76,0,0,0,0,0,0,0,0.18,0.18,"(-97.69307552, 30.21141311)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11374462,5187200
11596383,09/29/2017,2017,9,Site Plan,SP-2016-0417C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Walnut Creek,Vacant,office,Vacant to office,357192,344124,65,65,0,0,65,0,65,0.18,0.54,"(-97.66275585, 30.40938197)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11596383,5372091
10881750,09/25/2013,2013,9,Site Plan,SP-2013-0018C,Approved and Released,Site Plan Administrative,Consolidated,No,Bull Creek,"Vacant, SF",Office,"Vacant, SF to Office",115869.6,226076.4,1554,947,0,312,947,607,635,0.81,0.90,"(-97.76284084, 30.37639417)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10881750,507992
10631997,01/05/2012,2012,1,Subdivision,C8-03-0025.03.5B.SH,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Onion Creek,Vacant,"Single Family, ROW, PUB","Vacant to Single Family, ROW, PUB",476982,479160,0,0,0,0,0,0,0,0.18,0.18,"(-97.74457069, 30.15378592)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10631997,3313843
11275196,03/23/2016,2016,3,Site Plan,SP-2015-0009C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Slaughter Creek,Vacant,Commercial,Vacant to Commercial,124276.68,124276.68,514,137,0,83,137,377,54,0.74,0.66,"(-97.88282661, 30.19195231)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11275196,5119536
10850313,12/10/2013,2013,12,Site Plan,SP-2012-0375C,Approved and Released,Site Plan Administrative,Consolidated,No,Rattan Creek,Vacant,Office building and parking,Vacant to Office building and parking,12980.88,12980.88,93,17,27,32,44,76,12,0.50,0.48,"(-97.7649039, 30.43510006)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10850313,347522
10661970,03/08/2012,2012,3,Site Plan,SP-2007-0241C(R1),Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Mixed use,Mixed use,Mixed use to Mixed use,3245220,3245220,2368,2057,0,756.5,2057,311,1300.5,0.72,0.96,"(-97.7181863, 30.33957137)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10661970,5417486
10879589,09/24/2014,2014,9,Site Plan,SP-2013-0007D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Lake Creek,Vacant,Duplexes,Vacant to Duplexes,406240.56,406240.56,0,0,0,0,0,0,0,0.18,0.18,"(-97.76111727, 30.46522137)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10879589,5059790
11127352,06/22/2015,2015,6,Subdivision,C8-2009-0026.8B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,South Brushy Creek,Vacant,Single Family,Vacant to Single Family,487872,784080,901,400,0,180,400,501,220,0.78,0.81,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11127352,3032679
11698440,10/09/2017,2017,10,Site Plan,SP-2017-0113D,Approved and Released,Site Plan Administrative,Utility Line,No,Tannehill Branch,Commercial,Utility Line,Commercial to Utility Line,175764.6,,329,24,0,0,24,305,24,0.71,0.42,"(-97.71107463, 30.3222623)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11698440,5409765
10874698,09/20/2013,2013,9,Site Plan,SP-2012-0436C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Vacant,Multi-Family,Vacant to Multi-Family,152460,137823.84,323,192,0,53,192,131,139,0.58,0.71,"(-97.72279068, 30.24263533)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10874698,5058603
11570535,04/18/2017,2017,4,Site Plan,SP-2016-0348C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Vacant,Condominium,Vacant to Condominium,55321.2,11630.52,259,167.75,40.75,106.5,208.5,91.25,102,0.53,0.73,"(-97.69708077, 30.28146416)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11570535,90746
11837687,11/15/2018,2018,11,Site Plan,SPC-2017-0513C,Approved and Released,Site Plan Commission,Consolidated,No,Lake Austin,Agricultural,Office,Agricultural  to Office,1112086.8,,35323.5,2222,2305,1419,4527,33101.5,3108,1.00,0.99,"(-97.78570573, 30.34826977)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11837687,3519879
11354971,08/18/2015,2015,8,Site Plan,SP-2013-0140D(R1),Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",Yes,Tannehill Branch,Commercial,Private Roadway,Commercial to Private Roadway,0,287931.6,3617,71,0,0,71,3546,71,0.96,0.55,"(-97.71416236, 30.327268)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11354971,835491
10830504,03/19/2013,2013,3,Site Plan,SP-2012-0317D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Little Walnut Creek,Commercial,Texas Education Service Center,Commercial to Texas Education Service Center,593722.8,593722.8,16,0,0,0,0,16,0,0.37,0.18,"(-97.67133167, 30.30000026)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10830504,386524
11063540,10/24/2014,2014,10,Site Plan,SP-2013-0476C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Bull Creek,College and University,College and University,College and University to College and University,707850,707850,48,11,0,250,11,37,-239,0.42,0.37,"(-97.84028107, 30.42020441)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11063540,56294
11775767,04/04/2018,2018,4,Site Plan,SP-2017-0320C,Approved and Released,Site Plan Administrative,Consolidated,No,East Bouldin Creek,Commercial,Commercial,Commercial to Commercial,19602,,0,0,0,0,0,0,0,0.18,0.18,"(-97.76685037, 30.22258679)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11775767,3210356
11280920,02/03/2016,2016,2,Site Plan,SP-2015-0024C,Approved and Released,Site Plan Administrative,Consolidated,No,Little Walnut Creek,Commercial,Commercial,Commercial to Commercial,18687.24,18700,0,0,0,0,0,0,0,0.18,0.18,"(-97.71293217, 30.37705272)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11280920,5117485
11620416,03/23/2018,2018,3,Site Plan,SP-2016-0496C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Commercial,Commercial,Commercial to Commercial,50094,127630,804,38,41.5,21,79.5,766,58.5,0.84,0.57,"(-97.68440187, 30.38721568)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11620416,374750
11697536,02/22/2018,2018,2,Site Plan,SP-2012-1000C.02(R2),Approved and Released,Site Plan Administrative,Consolidated,No,Colorado River,Vacant,Parking Lot,Vacant to Parking Lot,1111172.04,1111172.04,346,69,0,36,69,277,33,0.69,0.55,"(-97.66133341, 30.20807326)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11697536,3614152
